name,surveys,exclude_from_release,title,description
sixfeet,"[4, 5]",,"[Keeping a 6-foot radius when interacting with people you do not live with] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
wearmask,"[4, 5]",,"[Wearing a mask or face covering when leaving home] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
othermeasure,"[4, 5]",,"[I have done other things to keep myself safe] In the past two weeks, which of the following have you done as a general response to the coronavirus pandemic?",
restaurant,"[4, 5]",,"[Gone out to a bar, club, restaurant or other place where people gather] In the past two weeks, have you done the following:",
visitors,"[4, 5]",,"[Gone to a friend, neighbor, or relative’s residence (that is not your own) or had visitors such as friends, neighbors or relatives at your residence] In the past two weeks, have you done the following:",
gathering,"[4, 5]",,"[Attended a gathering with more than 10 people, such as a reunion, wedding, funeral, birthday party, concert, or religious service] In the past two weeks, have you done the following:",
shareditems,"[4, 5]",,"[Shared items like towels or utensils with other people not in your household] In the past two weeks, have you done the following:",
othersnomask,"[4, 5]",,"[Had close contact (within 6 feet) with people who do not live with you and they were without masks or face coverings] In the past two weeks, have you done the following:",
selfnomask,"[4, 5]",,"[Been within 6 feet of someone outside your household and you were not wearing a mask or face covering] In the past two weeks, have you done the following:",
socdisbelief,"[4, 5]",,[I do not believe in social distancing] Please select the reason(s) why you did not social distance.,
covidunlikely,"[4, 5]",,[Those I gathered with were unlikely to have the coronavirus] Please select the reason(s) why you did not social distance.,
sicknessbelief,"[4, 5]",,[I don’t think coronavirus will make me really sick] Please select the reason(s) why you did not social distance.,
stayedoutside,"[4, 5]",,[We stayed outside most of the time] Please select the reason(s) why you did not social distance.,
socobligation,"[4, 5]",,[I felt like I had to go to the event or be in that situation] Please select the reason(s) why you did not social distance.,
socdisother,"[4, 5]",,[Other] Please select the reason(s) why you did not social distance.,
socdisdk,[4],,[I don't know why] Please select the reason(s) why you did not social distance.,
socdis_dk,"[4, 5]",,[DON'T KNOW] Please select the reason(s) why you did not social distance.,
socdis_skp,"[4, 5]",,[SKIPPED ON WEB] Please select the reason(s) why you did not social distance.,
socdis_ref,"[4, 5]",,[REFUSED] Please select the reason(s) why you did not social distance.,
vaxplans,"[4, 5]",,"If a vaccine against the coronavirus becomes available, do you plan to get vaccinated, or not?",
vax_protectfam,"[4, 5]",,[I want to protect my family] Which of the following are reasons you would get a coronavirus vaccine?,
vax_protectcomm,"[4, 5]",,[I want to protect my community] Which of the following are reasons you would get a coronavirus vaccine?,
vax_protectself,"[4, 5]",,[I want to protect myself] Which of the following are reasons you would get a coronavirus vaccine?,
vax_docrec,"[4, 5]",,[My doctor recommends vaccines] Which of the following are reasons you would get a coronavirus vaccine?,
vax_normallife,"[4, 5]",,[Life won’t go back to normal until most people are vaccinated] Which of the following are reasons you would get a coronavirus vaccine?,
vax_mostpublic,"[4, 5]",,[I think the majority of the public will get the vaccine] Which of the following are reasons you would get a coronavirus vaccine?,
vax_other,"[4, 5]",,[Other] Which of the following are reasons you would get a coronavirus vaccine?,
novax_allergic,"[4, 5]",,[I am allergic to vaccines] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_needles,"[4, 5]",,[I don’t like needles] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_noconcern,"[4, 5]",,[I’m not concerned about getting seriously ill from the coronavirus] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_time,"[4, 5]",,[I won’t have time to get vaccinated] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_getinfected,"[4, 5]",,[I would be concerned about getting infected with the coronavirus from the vaccine] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_sideeffect,"[4, 5]",,[I would be concerned about side effects from the vaccine] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_dontwork,"[4, 5]",,[I don’t think vaccines work very well] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_politics,"[4, 5]",,[Politicians might promote a vaccine to win votes even if it is not fully tested or safe] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_notserious,"[4, 5]",,[The coronavirus outbreak is not as serious as some people say it is] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_mostpublic,"[4, 5]",,[I don’t think the majority of the public will get the vaccine] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_other,"[4, 5]",,[Other] Which of the following are reasons you would not get a coronavirus vaccine?,
change_famous,"[4, 5]",,[Famous people I trust get the coronavirus vaccine] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
change_friends,"[4, 5]",,[Close friends get the coronavirus vaccine] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
change_majpublic,"[4, 5]",,[The majority of the public gets the vaccine] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
change_free,"[4, 5]",,[The vaccine is free] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
change_docrec,"[4, 5]",,[My doctor recommends that I get the vaccine] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
change_nothing,"[4, 5]",,[There is nothing that would make me get the vaccine] Which of the following reasons would make you reconsider getting the coronavirus vaccine?,
fluvax,"[4, 5]",,Have you or do you plan to get a flu vaccine this year?,
distrust_research,[4],,"[If your physician wanted you to participate in research, you trust that he or she would fully explain it to you.] Do you disagree or agree with the following statements?",
distrust_ask,[4],,[I believe that I can freely ask my physicians any questions I want.] Do you disagree or agree with the following statements?,
distrust_harm,[4],,[My physician would not ask me to participate in medical research if he or she thought it would harm me.] Do you disagree or agree with the following statements?,
distrust_protect,[4],,"[In deciding what treatment I will get, my physicians always tries to protect me from unnecessary risk.] Do you disagree or agree with the following statements?",
distrust_consent,[4],,[People like me might be used as guinea pigs in research studies without our consent.] Do you disagree or agree with the following statements?,
distrust_medication,[4],,[I think physicians prescribe medication as a way of experimenting on people without their knowledge or consent.] Do you disagree or agree with the following statements?,
distrust_experiment,[4],,[I believe that physicians have given me treatment as part of an experiment without my permission] Do you disagree or agree with the following statements?,
educ5,"[4, 5, 7, 8, 9]",,5-level education,
expanded_10item_stigma,"[4, 5, 7, 8]",,,
cobras_scale,"[4, 5, 7, 8]",,,
mhi5_scale,"[4, 7, 8]",,,
washhands_react_01,[4],,,
race_5cat,"[4, 7, 9]",,,
usregion_northeast,[4],,REGION4=Northeast,
usregion_midwest,[4],,REGION4=Midwest,
usregion_south,[4],,REGION4=South,
usregion_west,[4],,REGION4=West,
partyid5,"[4, 5, 7, 8, 9]",,DATA-ONLY: Computed 5-level Party ID,
partyid7,"[4, 5, 7, 8, 9]",,DATA-ONLY: Computed 7-level Party ID,
fluvax_employ,[5],,Are you now required to get a flu vaccination as part of your employment?,
vax_dk,[5],,[DON'T KNOW] Which of the following are reasons you [got/would get] a coronavirus vaccine?,
vax_skp,[5],,[SKIPPED ON WEB] Which of the following are reasons you [got/would get] a coronavirus vaccine?,
vax_ref,[5],,[REFUSED] Which of the following are reasons you [got/would get] a coronavirus vaccine?,
novax_other_oe,[5],,[TEXTBOX] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_willget,[5],,"[I will get the coronavirus vaccine, these reasons do not outweigh the benefit of the vaccine] Which of the following are reasons you would not get a coronavirus vaccine?",
novax_dk,[5],,[DON'T KNOW] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_skp,[5],,[SKIPPED ON WEB] Which of the following are reasons you would not get a coronavirus vaccine?,
novax_ref,[5],,[REFUSED] Which of the following are reasons you would not get a coronavirus vaccine?,
change_studyresults,[5],,[Seeing study results or articles that show me the vaccine is safe and effective] Which of the following reasons would make you reconsider getting the coronavirus vaccine [sooner]?,
change_dk,[5],,[DON'T KNOW] Which of the following reasons would make you reconsider getting the coronavirus vaccine [sooner]?,
change_skp,[5],,[SKIPPED ON WEB] Which of the following reasons would make you reconsider getting the coronavirus vaccine [sooner]?,
change_ref,[5],,[REFUSED] Which of the following reasons would make you reconsider getting the coronavirus vaccine [sooner]?,
change_doccall,[5],,"If a doctor you know called you directly to talk about your concerns around the COVID-19 vaccine, would that change your mind on getting a COVID-19 vaccine?",
change_healthdept,[5],,If your local health department called you directly to talk about your concerns around the COVID-19 vaccine would that change your mind on getting a COVID-19 vaccine?,
giftcard,[5],,If you were offered a gift card for $50 would that make you more likely to want to get a COVID-19 vaccine?,
giftcard_oe,[5],,[NUMBERBOX] What is the lowest amount that would be necessary to make a difference in your decision to get a COVID-19 vaccine?,
ask_employer,[5],,[Employer] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_pcp,[5],,[Your primary care physician] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_physician,[5],,[Another physician who is not your primary care physician] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_family,[5],,[Family member] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_friend,[5],,[Friend] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_religious,[5],,[Religious/spiritual leader] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
ask_other,[5],,[Other] Have any of the following people asked you about any concerns you have about getting a COVID-19 vaccination?,
vaxreq_employ,[5],,Do you expect that you will be required to get a COVID-19 vaccination as part of your employment?,
chancecovid,[5],,"Considering the next three months, on a scale of 0 to 100 percent, do you think there is a 0% chance you will get the coronavirus or 100% chance you will get the coronavirus?",
deathcovid,[5],,"If you do get the coronavirus, on a scale of 0 to 100 percent, do you think there is a 0% chance you will die from it or 100% chance you will die from it?",
hh_covidpass,[5],,"[Yes, someone in my household] Do you personally know anyone who has passed away/died because of coronavirus?",
ff_covidpass,[5],,"[Yes, a close friend/family member] Do you personally know anyone who has passed away/died because of coronavirus?",
ac_covidpass,[5],,"[Yes, an acquaintance/coworker] Do you personally know anyone who has passed away/died because of coronavirus?",
no_covidpass,[5],,[No] Do you personally know anyone who has passed away/died because of coronavirus?,
covidpass_dk,[5],,[DON'T KNOW] Do you personally know anyone who has passed away/died because of coronavirus?,
covidpass_skp,[5],,[SKIPPED ON WEB] Do you personally know anyone who has passed away/died because of coronavirus?,
covidpass_ref,[5],,[REFUSED] Do you personally know anyone who has passed away/died because of coronavirus?,
essentialjob,[5],,"Thinking about your main job in the past month, would that job be considered “essential” in your state?",
socdis_other_oe,[5],,[TEXTBOX] Please select all the reason(s) why you did not social distance in the situations described previously.,
know_blood,[5],,[People with certain blood types will never get COVID-19.] Do you think the following statements are true or false?,
know_aalesslikely,[5],,[African Americans are less likely to get COVID-19 compared to other racial groups.] Do you think the following statements are true or false?,
know_vaxavail,[5],,[A vaccine for COVID-19 is already available.] Do you think the following statements are true or false?,
know_testtransmit,[5],,[I cannot get COVID-19 by getting tested for it.] Do you think the following statements are true or false?,
know_healthbehav,[5],,"[If I eat right, exercise, and take good care of my body, I don’t need to worry about getting COVID-19.] Do you think the following statements are true or false?",
know_covidscheme,[5],,[COVID-19 is a scheme for rich people and big companies to make money off of the testing and vaccines.] Do you think the following statements are true or false?,
know_vaxfast,[5],,[The COVID-19 vaccines are coming out so fast because they have not been carefully tested.] Do you think the following statements are true or false?,
know_hivmed,[5],,[Taking HIV/AIDS medications would protect me from COVID-19.] Do you think the following statements are true or false?,
know_maskspread,[5],,[A person with COVID-19 who wears a mask can still spread COVID-19 to other people.] Do you think the following statements are true or false?,
know_livecovid,[5],,"[If someone I live with has COVID-19, it increases my chance of getting COVID-19.] Do you think the following statements are true or false?",
dov_tcount,[5],,"DATA ONLY VARIABLE: Number of True Q21A, Q21B, Q21E, Q21F, Q21G and Q21H",
dov_true,[5],,DATA ONLY VARIABLE: Groups number of true,
dov_fcount,[5],,"DATA ONLY VARIABLE: Number of False Q21C, Q21D, Q21I, and Q21J",
dov_false,[5],,DATA ONLY VARIABLE: Groups number of false,
nottrue_careful,[5],,[Carefully protect yourself and others around you] Imagine a person you trust tells you that the following statement is not true: [RANDOM SELECTION FROM TRUE AT Q21]. Will that make you more likely to…?,
nottrue_test,[5],,[Get tested for COVID-19] Imagine a person you trust tells you that the following statement is not true: [RANDOM SELECTION FROM TRUE AT Q21]. Will that make you more likely to…?,
nottrue_vax,[5],,[Get vaccinated for COVID-19 when the opportunity is available] Imagine a person you trust tells you that the following statement is not true: [RANDOM SELECTION FROM TRUE AT Q21]. Will that make you more likely to…?,
true_careful,[5],,[Carefully protect yourself and others around you] Imagine a person you trust tells you that the following statement is true: [RANDOM SELECTION FROM FALSE AT Q21] Will that make you more likely to…?,
true_test,[5],,[Get tested for COVID-19] Imagine a person you trust tells you that the following statement is true: [RANDOM SELECTION FROM FALSE AT Q21] Will that make you more likely to…?,
true_vax,[5],,[Get vaccinated for COVID-19 when the opportunity is available] Imagine a person you trust tells you that the following statement is true: [RANDOM SELECTION FROM FALSE AT Q21] Will that make you more likely to…?,
localprint,[5],,"[Local Print (e.g., Local newspapers, other local news in print form)] In the past month, where did you get most of your information about COVID-19?",
nationalprint,[5],,"[National Print (e.g., National newspapers such as USA Today or news magazines such as Newsweek)] In the past month, where did you get most of your information about COVID-19?",
broadcasttv,[5],,"[Broadcast television (e.g. ABC, NBC, CBS)] In the past month, where did you get most of your information about COVID-19?",
cabletv,[5],,"[Cable television (e.g. CNN, FOX, MSNBC)] In the past month, where did you get most of your information about COVID-19?",
radionews,[5],,"[Radio news programs (including streaming, e.g. Sirius)] In the past month, where did you get most of your information about COVID-19?",
onlinenews,[5],,"[Online news sites (e.g. websites for print publications, Huffington Post, The Hill, Breitbart)] In the past month, where did you get most of your information about COVID-19?",
socialmedia,[5],,"[Social media (e.g. Twitter, Facebook, NextDoor)] In the past month, where did you get most of your information about COVID-19?",
employerinfo,[5],,"[Employer] In the past month, where did you get most of your information about COVID-19?",
personalnetwork,[5],,"[Friends, family, or personal networks] In the past month, where did you get most of your information about COVID-19?",
statelocalgov,[5],,"[State or local government] In the past month, where did you get most of your information about COVID-19?",
federalgov,[5],,"[Federal government agencies or officials other than the President (such as Anthony Fauci)] In the past month, where did you get most of your information about COVID-19?",
trumpinfo,[5],,"[Donald Trump] In the past month, where did you get most of your information about COVID-19?",
bideninfo,[5],,"[Joe Biden] In the past month, where did you get most of your information about COVID-19?",
churchinfo,[5],,"[Church/faith-based leaders] In the past month, where did you get most of your information about COVID-19?",
cboinfo,[5],,"[Community-based organizations (e.g. Union leadership, mutual aid associations, …,support groups (AA, smart recovery, etc)) ] In the past month, where did you get most of your information about COVID-19?",
scijournal,[5],,"[Scientific journals] In the past month, where did you get most of your information about COVID-19?",
otherinfo,[5],,"[Other] In the past month, where did you get most of your information about COVID-19?",
noinfo,[5],,"[I don’t consume news about COVID-19] In the past month, where did you get most of your information about COVID-19?",
info_dk,"[5, 9]",,"[DON'T KNOW] In the past month, where did you get most of your information about COVID-19?",
info_skp,"[5, 9]",,"[SKIPPED ON WEB] In the past month, where did you get most of your information about COVID-19?",
info_ref,"[5, 9]",,"[REFUSED] In the past month, where did you get most of your information about COVID-19?",
disc_atschool,[5],,"[At school?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_hired,[5],,"[Getting hired or getting a job?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_atwork,[5],,"[At work?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_housing,[5],,"[Getting housing?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_medcare,[5],,"[Getting medical care?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_restaurant,[5],,"[Getting service in a store or restaurant?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_credit,[5],,"[Getting credit, bank loans, or a mortgage?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_street,[5],,"[On the street or in a public setting?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
disc_police,[5],,"[From the police or in the courts?] Have you ever experienced discrimination...in any of the following situations because of your race, ethnicity, or color?",
times_atschool,[5],,[At school?]How many times did this happen?,
times_hired,[5],,[Getting hired or getting a job?] How many times did this happen?,
times_atwork,[5],,[At work?] How many times did this happen?,
times_housing,[5],,[Getting housing?] How many times did this happen?,
times_medcare,[5],,[Getting medical care?] How many times did this happen?,
times_restaurant,[5],,[Getting service in a store or restaurant?] How many times did this happen?,
times_credit,[5],,"[Getting credit, bank loans, or a mortgage?] How many times did this happen?",
times_street,[5],,[On the street or in a public setting?] How many times did this happen?,
times_police,[5],,[From the police or in the courts?] How many times did this happen?,
recovhelp_rehab,[5],,[Rehab program] Please rank the following statements with 1 being what you think is most helpful for recovery and 9 being what you think is the least helpful for recovery.,
employstatus,[5],,"We would like to know about what you do -- Are you working now, looking for work, retired, keeping house, a student, or what?",
patientcontact,[5],,"Since the COVID-19 pandemic began, on a typical work day, how often are you in direct contact with patients?",
covidcontact,[5],,"At your healthcare facility, how often do you think you come into contact with someone who has COVID-19?",
covidcontactrisk,[5],,"In general, how often do you think you come into contact with someone who has a high-risk medical condition(s), that if they were to get infected with COVID-19 would put their health at serious risk?",
facility_clothmasks,[5],,"[Cloth face coverings] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_medmasks,[5],,"[Medical face masks (I.e. surgical masks)] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_respirator,[5],,"[Respirators, such as N95 respirators] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_eyeprotect,[5],,"[Eye protection (I.e. face shield or goggles)] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_medgloves,[5],,"[Disposable medical gloves] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_gowns,[5],,"[Disposable gowns/one-piece coveralls] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_physdist,[5],,"[Physically distance from others when possible] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
facility_washhands,[5],,"[Wash hands regularly] Since the COVID-19 pandemic began, in your place of work as a health care worker, how often are the following precautions taken throughout the facility?",
pid1,"[5, 8]",,"Do you consider yourself a Democrat, a Republican, an Independent or none of these?",
pida,"[5, 8]",,Do you consider yourself a strong or not so strong Democrat?,
pidb,"[5, 8]",,Do you consider yourself a strong or not so strong Republican?,
pidi,"[5, 8]",,Do you lean more toward the Democrats or the Republicans?,
ideo,[5],,DATA-ONLY: Computed 5-level political ideology,
lgbt,[5],,Which of the following best represents how you think of yourself?,
student_type,[5],,Are you…,
futurecontact,[5],,Do you consent to be contacted to be screened for this interview opportunity?,
startdt,[5],,Start Date/Time,
enddt,[5],,END Date/Time,
duration,[5],,"Time spent in survey, in minutes",
race_white,"[5, 9]",,Race: White,
race_black,"[5, 9]",,Race: Black,
race_othermixed,[5],,Race: Other/2+,
race_hispanic,[5],,Race: Hispanic,
race_asian,"[5, 9]",,Race: Asian,
racewhiteadvantage_rev,[5],,Reverse CoBras Scale item,
racesuccessful_rev,[5],,Reverse CoBras Scale item,
raceprison_rev,[5],,Reverse CoBras Scale item,
racesocservices_rev,[5],,Reverse CoBras Scale item,
raceopportunity_rev,[5],,Reverse CoBras Scale item,
racewhiteblame_rev,[5],,Reverse CoBras Scale item,
q23,[5],,In mid-March 2020 did you have a main romantic/sexual partner? A main partner is one that you consider “most important” but does not necessarily mean exclusive.,
q22a,[5],,In mid-March 2020 were you and your main partner living together in the same household?,
q24,"[5, 7]",,Since the COVID-19 pandemic began (from mid-March 2020 until now) did you seek out and/or meet new partner(s) for dating and/or sex?,
q24a,"[5, 7]",,Since the COVID-19 pandemic began (from mid-March 2020 until now) have you talked with the new partner(s) on an online phone/video platform?,
q24b,[5],,Since the COVID-19 pandemic began (from mid-March 2020 until now) have you met up with the new partner(s) in person?,
q24b1,[5],,"Since the COVID-19 pandemic began (from mid-March 2020 until now), of the new partner(s) you met in person, how long did you know each other before meeting in person?",
q24c_1,[5],,[No] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?,
q24c_2,[5],,"[Yes, virtually] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?",
q24c_3,[5],,"[Yes, in person] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?",
q24c_dk,[5],,[DON'T KNOW] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?,
q24c_skp,[5],,[SKIPPED ON WEB] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?,
q24c_ref,[5],,[REFUSED] Since the COVID-19 pandemic began (from mid-March 2020 until now) have you had sexual activity with a new partner(s)?,
q24c1_1,[5],,"[Discuss precautions you were each taking to reduce] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_2,[5],,"[Intentionally minimize contacts outside your home] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_3,[5],,"[Get tested for COVID-19] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_4,[5],,"[Request that the new person(s) get tested for COVID-19] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_dk,[5],,"[DON'T KNOW] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_skp,[5],,"[SKIPPED ON WEB] Before meeting up for in-person sexual activity... for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c1_ref,[5],,"[REFUSED] Before meeting up for in-person sexual activity...for the first time since mid-March 2020 with a new partner(s), did you do any of the following?",
q24c2a,[5],,"[Washed hands and/or showered prior to sexual activity] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2b,[5],,"[Minimized kissing to reduce close face-to-face contact] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2c,[5],,"[Wore a mask during in-person sex/masturbation with a partner] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2d,[5],,"[Tried a new sexual position to reduce face-to-face contact] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2e,[5],,"[Masturbated with a partner to reduce face-to-face contact] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2f,[5],,"[Used sex toys with a partner to reduce face-to-face contact] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2g,[5],,"[Used a glory hole or other physical barrier to reduce face-to-face contact] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2h,[5],,"[Other, please specify:] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q24c2h_oe,[5],,"[TEXTBOX] During in-person sexual activity...with a new partner(s), have you done any of the following activities to minimize your risk of COVID-19?",
q25,"[5, 7]",,During the past month did you kiss anyone that lives outside your home?,
q25a,"[5, 7]",,[NUMBERBOX] How many people did you kiss that live outside your home?,
q26,[5],,"During the past month did you have oral, vaginal, or anal sex with anyone that lives outside your home?",
q26a,[5],,"[NUMBERBOX] How many people did you have oral, vaginal, or anal sex with that live outside your home?",
kb_stopbreath,"[7, 8]",,[Using opioids can slow your breathing or even cause you to stop breathing entirely and lead to an overdose or death.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_medcondition,"[7, 8]",,"[Opioid use disorder is a medical condition like other chronic health conditions (for example, diabetes, high blood pressure).] Do you disagree or agree with the following statements about opioid use disorder?",
kb_rockbottom,"[7, 8]",,[A person struggling with an opioid use disorder must hit “rock bottom” before they are willing to accept or attend treatment.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_jailhelp,"[7, 8, 9]",,[Jailing someone with an opioid use disorder for at least a few days will help them by reducing their risk for an overdose.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_fda,"[7, 8, 9]",,[Approved medications that are effective in treating opioid use disorder exist.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_recover,"[7, 8, 9]",,[Some forms of substance use treatment are effective at helping people recover from an opioid use disorder.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_easyfind,"[7, 8, 9]",,[Effective treatment for an opioid use disorder is easy to find.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_medsrecov,"[7, 8, 9]",,[People with an opioid use disorder need medications in order to recover.] Do you disagree or agree with the following statements about opioid use disorder?,
kb_recovcont,"[7, 8, 9]",,[Recovery [from opioid use disorder] is a continuous process that never ends.] Do you disagree or agree with the following statements about opioid use disorder?,
blme_pploud,[7],,[People who have/had an opioid use disorder or misuse of opioids] Do you think any of the following groups or people are to blame for the opioid epidemic in the United States?,
blme_hcp,[7],,[Health care providers who prescribed opioids] Do you think any of the following groups or people are to blame for the opioid epidemic in the United States?,
blme_fam,[7],,[Friends/family members who introduce their friends/family members to opioids] Do you think any of the following groups or people are to blame for the opioid epidemic in the United States?,
blme_pharma,[7],,[Pharmaceutical companies that produced opioids] Do you think any of the following groups or people are to blame for the opioid epidemic in the United States?,
blme_insur,[7],,[Health Insurance companies] Do you think any of the following groups or people are to blame for the opioid epidemic in the United States?,
more_poor,[7],,"[People who have money problems (i.e., who I think are poor) are more likely to start misusing drugs] Do you disagree or agree with the following statements?",
more_crime,[7],,[People who grow up in high crime neighborhoods are more likely to start misusing drugs] Do you disagree or agree with the following statements?,
more_prescribed,[7],,[People who have been prescribed opioid pain medications are more likely to start misusing opioids] Do you disagree or agree with the following statements?,
rec_rehab,[7],,"[They should find a residential rehab program…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_inpatient,[7],,"[They should find a hospital inpatient program…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_pcp,[7],,"[They should talk to their primary care doctor about getting a prescription for buprenorphine or Suboxone…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_cnslr,[7],,"[They should find a counselor, social worker, or psychologist…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_methadone,[7],,"[They should contact a local methadone program] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_outptnt,[7],,"[They should find a group outpatient program…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_mtlhlp,[7],,"[They should find a mutual help group…] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
rec_fthldr,[7],,"[They should talk to their church pastor, rabbi, or other faith leader] If a friend or family member had an opioid use disorder and needed help, which of the following would you be most likely to suggest to them?",
personaluse_feelgood,"[7, 8, 9]",,Have you ever taken a prescription opioid medication... in a way other than as directed by a medical provider or non-prescribed/illegal opioids...?,
familyoverdose_died,"[7, 8, 9]",,Has a family member or close friend ever died from an opioid overdose?,
hadcovid,[7],,Have you ever had COVID-19?,
covidmnth,[7],,[Month] When did you first find out you had COVID-19?,
covidyr,[7],,[Year] When did you first find out you had COVID-19?,
covidstgma,[7],,"Have you experienced any stigma, or poor treatment, because people knew you had COVID-19?",
gotvax,[7],,Have you received at least one dose of a COVID-19 vaccine?,
vaxdate,[7],,Approximately when did you receive your first dose/shot of a COVID-19 vaccine?,
vaxreq,[7],,Does your employer require you to be vaccinated against COVID-19?,
vaxreq_infl,[7],,Did your employer requiring vaccination against COVID-19 influence your decision to get vaccinated?,
covidvaxdis,[7],,Do you believe people who choose to  NOT receive the COVID-19 vaccine face discrimination in your community?,
freetests,[7],,Do you know you can sign up for the government to send you at-home testing kits for free?,
